Freq,Normal,Fault
763.5294117647059,4.834733453501241,1.0331909494850786
767.0588235294117,4.769644422256318,1.0148588365048652
770.5882352941177,4.697178317595071,0.9970725376659165
774.1176470588235,4.6183467384878405,0.9798092521341998
777.6470588235294,4.5341783678489715,0.9630473834176946
781.1764705882352,4.445686715900224,0.9467664641737369
784.7058823529411,4.3538434729223425,0.9309470862897012
788.2352941176471,4.259558063934665,0.9155708358414415
791.7647058823529,4.163663372407807,0.9006202325635774
795.2941176470588,4.066907134261324,0.8860786734934897
798.8235294117646,3.9699482087708287,0.8719303804767942
802.3529411764706,3.8733567930410886,0.8581603512461461
805.8823529411765,3.777617629051071,0.8447543138075422
809.4117647058823,3.683135319597197,0.8316986838889932
812.9411764705882,3.5902409869076526,0.818980525225521
816.4705882352941,3.4991996470062947,0.8065875124720844
820.0,3.4102178137125967,0.7945078965522907
823.5294117647059,3.32345097556182,0.7827304722657323
827.0588235294117,3.239010700073984,0.7712445479905824
